FileType : Sound Exposure Level
FileVersion : 5
SourceKernel : 2.0
Routine : Parabolic
SEL_window_length(ms) : 10500
Azimuth_beg : 90
Azimuth_end : 90
Azimuth_inc : 90
Range_beg : 100
Range_end : 50000
Range_inc : 100
Depth_beg : 20
Depth_end : 1000
Depth_inc : 20
Filter_bool : 0
Coordinate_system : Cylindrical
Sea_WaterAttn : None
Notional_name : 4135H__080_2100_080

Azimuth:deg  Range:m  Depth:m  SEL:dB re 1uPa^2 s  
90           1100     40       157.824             
90           1100     60       159.612             
90           1100     80       161.051             
90           1100     100      161.753             
90           1100     120      162.508             
90           1100     140      163.071             
90           1100     160      162.921             
90           1100     180      163.499             
90           1100     200      164.033             
90           1100     220      164.202             
90           1100     240      164.366             
90           1100     260      164.592             
90           1100     280      164.451             
90           1100     300      164.528             
90           1100     320      164.597             
90           1100     340      164.245             
90           1100     360      164.502             
90           1100     380      164.133             
90           1100     400      163.932             
90           1100     420      163.776             
90           1100     440      163.513             
90           1100     460      163.169             
90           1100     480      163.02              
90           1100     500      163.293             
90           1100     520      163.917             
90           1100     540      162.594             
90           1100     560      163.173             
90           1100     580      162.929             
90           1100     600      163.14              
90           1100     620      163.592             
90           1100     640      163.772             
90           1100     660      163.83              
90           1100     680      163.714             
90           1100     700      163.639             
90           1100     720      163.855             
90           1100     740      164.052             
90           1100     760      164.362             
90           1100     780      164.239             
90           1100     800      164.296             
90           1100     820      164.136             
90           1100     840      164.158             
90           1100     860      164.277             
90           1100     880      164.569             
90           1100     900      164.663             
90           1100     920      164.524             
90           1100     940      164.456             
90           1100     960      164.139             
90           1100     980      164.456             
90           1100     1000     164.474             
90           1200     20       155.283             
90           1200     40       157.208             
90           1200     60       159.194             
90           1200     80       160.135             
90           1200     100      160.786             
90           1200     120      161.106             
90           1200     140      161.628             
90           1200     160      162.45              
90           1200     180      162.612             
90           1200     200      162.825             
90           1200     220      163.139             
90           1200     240      162.964             
90           1200     260      163.464             
90           1200     280      163.627             
90           1200     300      163.878             
90           1200     320      164.126             
90           1200     340      163.611             
90           1200     360      164.015             
90           1200     380      163.861             
90           1200     400      163.346             
90           1200     420      163.628             
90           1200     440      163.07              
90           1200     460      163.121             
90           1200     480      163.607             
90           1200     500      162.159             
90           1200     520      162.565             
90           1200     540      162.376             
90           1200     560      162.341             
90           1200     580      162.43              
90           1200     600      162.625             
90           1200     620      162.531             
90           1200     640      162.283             
90           1200     660      162.515             
90           1200     680      162.359             
90           1200     700      162.63              
90           1200     720      163.075             
90           1200     740      163.181             
90           1200     760      163.476             
90           1200     780      163.383             
90           1200     800      163.173             
90           1200     820      163.299             
90           1200     840      163.551             
90           1200     860      163.731             
90           1200     880      163.753             
90           1200     900      163.67              
90           1200     920      163.469             
90           1200     940      163.267             
90           1200     960      163.452             
90           1200     980      163.763             
90           1200     1000     164.085             
90           1300     20       154.169             
90           1300     40       156.557             
90           1300     60       157.987             
90           1300     80       158.425             
90           1300     100      159.484             
90           1300     120      160.561             
90           1300     140      160.784             
90           1300     160      161.363             
90           1300     180      160.869             
90           1300     200      161.786             
90           1300     220      162.147             
90           1300     240      162.555             
90           1300     260      162.638             
90           1300     280      163.134             
90           1300     300      163.093             
90           1300     320      163.05              
90           1300     340      162.695             
90           1300     360      163.2               
90           1300     380      162.796             
90           1300     400      163.3               
90           1300     420      163.261             
90           1300     440      163.44              
90           1300     460      162.671             
90           1300     480      162.444             
90           1300     500      162.274             
90           1300     520      162.574             
90           1300     540      162.461             
90           1300     560      162.201             
90           1300     580      162.21              
90           1300     600      161.867             
90           1300     620      161.589             
90           1300     640      161.538             
90           1300     660      161.513             
90           1300     680      161.544             
90           1300     700      161.911             
90           1300     720      161.76              
90           1300     740      161.822             
90           1300     760      161.83              
90           1300     780      161.879             
90           1300     800      162.255             
90           1300     820      162.652             
90           1300     840      162.765             
90           1300     860      162.998             
90           1300     880      162.739             
90           1300     900      162.53              
90           1300     920      163.115             
90           1300     940      163.038             
90           1300     960      163.099             
90           1300     980      163.134             
90           1300     1000     163.079             
90           1400     20       153.962             
90           1400     40       155.125             
90           1400     60       157.156             
90           1400     80       158.217             
90           1400     100      158.365             
90           1400     120      158.975             
90           1400     140      160.153             
90           1400     160      159.729             
90           1400     180      159.901             
90           1400     200      160.85              
90           1400     220      161.309             
90           1400     240      161.446             
90           1400     260      161.862             
90           1400     280      162.031             
90           1400     300      162.187             
90           1400     320      162.335             
90           1400     340      162.589             
90           1400     360      162.701             
90           1400     380      162.883             
90           1400     400      162.737             
90           1400     420      162.215             
90           1400     440      162.157             
90           1400     460      162.354             
90           1400     480      162.452             
90           1400     500      161.938             
90           1400     520      162.392             
90           1400     540      162.049             
90           1400     560      161.746             
90           1400     580      161.612             
90           1400     600      161.665             
