FileType : Sound Exposure Level
FileVersion : 5
SourceKernel : 2.0
Routine : Parabolic
SEL_window_length(ms) : 10500
Azimuth_beg : 0
Azimuth_end : 350
Azimuth_inc : 10
Range_beg : 100
Range_end : 60000
Range_inc : 100
Depth_beg : 20
Depth_end : 40
Depth_inc : 20
Filter_bool : 0
Coordinate_system : Cylindrical
Sea_WaterAttn : None
Notional_name : 4135H__080_2100_080

Azimuth:deg  Range:m  Depth:m  SEL:dB re 1uPa^2 s  
0            31200    20       133.112             
0            31200    40       136.725             
0            31300    20       136.462             
0            31300    40       135.687             
0            31400    20       136.97              
0            31400    40       138.79              
0            31500    20       138.032             
0            31500    40       135.458             
0            31600    20       137.547             
0            31600    40       138.014             
0            31700    20       135.35              
0            31700    40       136.505             
0            31800    20       138.421             
0            31800    40       135.327             
0            31900    20       137.487             
0            31900    40       138.446             
0            32000    20       137.202             
0            32000    40       138.646             
0            32100    20       138.587             
0            32100    40       134.996             
0            32200    20       136.536             
0            32200    40       137.523             
0            32300    20       137.717             
0            32300    40       137.967             
0            32400    20       139.719             
0            32400    40       137.848             
0            32500    20       135.385             
0            32500    40       134.574             
0            32600    20       140.38              
0            32600    40       137.927             
0            32700    20       137.49              
0            32700    40       139.492             
0            32800    20       137.52              
0            32800    40       134.463             
0            32900    20       136.257             
0            32900    40       136.898             
0            33000    20       137.051             
0            33000    40       136.706             
0            33100    20       141.035             
0            33100    40       137.735             
0            33200    20       137.703             
0            33200    40       138.2               
0            33300    20       138.127             
0            33300    40       137.276             
0            33400    20       136.411             
0            33400    40       135.529             
0            33500    20       138.017             
0            33500    40       139.637             
0            33600    20       139.206             
0            33600    40       137.858             
0            33700    20       136.891             
0            33700    40       134.779             
0            33800    20       137.549             
0            33800    40       137.504             
0            33900    20       135.424             
0            33900    40       135.312             
0            34000    20       136.709             
0            34000    40       138.507             
0            34100    20       135.571             
0            34100    40       134.201             
0            34200    20       134.135             
0            34200    40       136.946             
0            34300    20       134.559             
0            34300    40       132.928             
0            34400    20       137.373             
0            34400    40       133.942             
0            34500    20       135.683             
0            34500    40       137.72              
0            34600    20       134.237             
0            34600    40       136.54              
0            34700    20       137.063             
0            34700    40       135.917             
0            34800    20       134.335             
0            34800    40       134.825             
0            34900    20       136.383             
0            34900    40       137.056             
0            35000    20       138.763             
0            35000    40       137.298             
0            35100    20       135.872             
0            35100    40       134.538             
0            35200    20       135.391             
0            35200    40       137.821             
0            35300    20       138.948             
0            35300    40       138.095             
0            35400    20       138.02              
0            35400    40       138.473             
0            35500    20       138.217             
0            35500    40       138.008             
0            35600    20       134.325             
0            35600    40       137.457             
0            35700    20       139.38              
0            35700    40       132.808             
0            35800    20       140.797             
0            35800    40       140.613             
0            35900    20       138.029             
0            35900    40       137.302             
0            36000    20       139.238             
0            36000    40       139.151             
0            36100    20       135.095             
0            36100    40       137.901             
0            36200    20       137.694             
0            36200    40       136.521             
0            36300    20       139.103             
0            36300    40       137.668             
0            36400    20       133.882             
0            36400    40       134.382             
0            36500    20       137.492             
0            36500    40       137.552             
0            36600    20       136.106             
0            36600    40       135.055             
0            36700    20       137.858             
0            36700    40       137.375             
0            36800    20       136.761             
0            36800    40       133.458             
0            36900    20       135.633             
0            36900    40       138.544             
0            37000    20       137.638             
0            37000    40       135.612             
0            37100    20       136.456             
0            37100    40       136.168             
0            37200    20       136.883             
0            37200    40       138.839             
0            37300    20       137.046             
0            37300    40       136.222             
0            37400    20       133.655             
0            37400    40       134.661             
0            37500    20       136.654             
0            37500    40       137.238             
0            37600    20       138.767             
0            37600    40       135.885             
0            37700    20       135.606             
0            37700    40       134.487             
0            37800    20       136.651             
0            37800    40       135.77              
0            37900    20       135.817             
0            37900    40       136.579             
0            38000    20       136.92              
0            38000    40       134.369             
0            38100    20       138.365             
0            38100    40       136.398             
0            38200    20       134.921             
0            38200    40       137.159             
0            38300    20       136.685             
0            38300    40       137.967             
0            38400    20       136.935             
0            38400    40       135.873             
0            38500    20       135.447             
0            38500    40       136.52              
0            38600    20       134.745             
0            38600    40       137.428             
0            38700    20       137.579             
0            38700    40       136.208             
0            38800    20       136.847             
0            38800    40       134.726             
0            38900    20       133.454             
0            38900    40       136.842             
0            39000    20       136.538             
0            39000    40       139.387             
0            39100    20       132.244             
0            39100    40       137.734             
0            39200    20       138.573             
0            39200    40       134.151             
0            39300    20       137.632             
0            39300    40       135.978             
0            39400    20       133.657             
0            39400    40       136.769             
0            39500    20       137.171             
0            39500    40       135.54              
0            39600    20       134.828             
0            39600    40       134.205             
0            39700    20       134.832             
0            39700    40       136.696             
0            39800    20       136.397             
0            39800    40       135.667             
0            39900    20       135.973             
0            39900    40       135.095             
0            40000    20       133.719             
0            40000    40       132.758             
0            40100    20       134.62              
0            40100    40       136.824             
0            40200    20       136.93              
0            40200    40       133.662             
0            40300    20       132.667             
0            40300    40       134.2               
0            40400    20       131.483             
0            40400    40       135.501             
0            40500    20       135.191             
0            40500    40       136.328             
0            40600    20       130.907             
0            40600    40       137.51              
