FileType : Sound Exposure Level
FileVersion : 5
SourceKernel : 2.0
Routine : Parabolic
SEL_window_length(ms) : 10500
Azimuth_beg : 90
Azimuth_end : 90
Azimuth_inc : 40
Range_beg : 100
Range_end : 50000
Range_inc : 100
Depth_beg : 20
Depth_end : 1000
Depth_inc : 20
Filter_bool : 0
Coordinate_system : Cylindrical
Sea_WaterAttn : None
Notional_name : 4135H__080_2100_080

Azimuth:deg  Range:m  Depth:m  SEL:dB re 1uPa^2 s  
90           800      60       164.05              
90           800      80       165.324             
90           800      100      166.228             
90           800      120      166.807             
90           800      140      167.088             
90           800      160      167.39              
90           800      180      167.479             
90           800      200      167.472             
90           800      220      167.317             
90           800      240      167.159             
90           800      260      166.907             
90           800      280      166.48              
90           800      300      166.229             
90           800      320      165.977             
90           800      340      165.862             
90           800      360      165.646             
90           800      380      165.506             
90           800      400      165.3               
90           800      420      165.462             
90           800      440      165.611             
90           800      460      165.929             
90           800      480      166.141             
90           800      500      166.603             
90           800      520      166.259             
90           800      540      166.513             
90           800      560      166.624             
90           800      580      166.656             
90           800      600      166.798             
90           800      620      166.815             
90           800      640      166.778             
90           800      660      166.793             
90           800      680      166.754             
90           800      700      166.758             
90           800      720      166.813             
90           800      740      166.732             
90           800      760      166.622             
90           800      780      166.531             
90           800      800      166.418             
90           800      820      166.452             
90           800      840      166.44              
90           800      860      166.344             
90           800      880      166.192             
90           800      900      166.065             
90           800      920      166.189             
90           800      940      166.067             
90           800      960      166.376             
90           800      980      165.925             
90           800      1000     166.087             
90           900      20       156.886             
90           900      40       160.112             
90           900      60       162.189             
90           900      80       163.637             
90           900      100      164.651             
90           900      120      165.424             
90           900      140      165.959             
90           900      160      166.193             
90           900      180      166.418             
90           900      200      166.473             
90           900      220      166.441             
90           900      240      166.206             
90           900      260      166.194             
90           900      280      166.035             
90           900      300      165.848             
90           900      320      165.565             
90           900      340      165.223             
90           900      360      164.957             
90           900      380      164.748             
90           900      400      164.883             
90           900      420      164.568             
90           900      440      164.611             
90           900      460      164.699             
90           900      480      164.543             
90           900      500      164.725             
90           900      520      164.946             
90           900      540      165.035             
90           900      560      165.338             
90           900      580      165.509             
90           900      600      165.49              
90           900      620      165.538             
90           900      640      165.53              
90           900      660      165.614             
90           900      680      165.771             
90           900      700      165.738             
90           900      720      165.793             
90           900      740      165.781             
90           900      760      165.697             
90           900      780      165.749             
90           900      800      165.848             
90           900      820      165.785             
90           900      840      165.786             
90           900      860      165.738             
90           900      880      165.43              
90           900      900      165.615             
90           900      920      165.553             
90           900      940      165.86              
90           900      960      165.357             
90           900      980      165.201             
90           900      1000     165.273             
90           1000     20       155.449             
90           1000     40       158.463             
90           1000     60       160.567             
90           1000     80       162.078             
90           1000     100      163.231             
90           1000     120      164                 
90           1000     140      164.524             
90           1000     160      164.983             
90           1000     180      165.274             
90           1000     200      165.421             
90           1000     220      165.642             
90           1000     240      165.565             
90           1000     260      165.646             
90           1000     280      165.398             
90           1000     300      165.289             
90           1000     320      165.152             
90           1000     340      164.743             
90           1000     360      164.199             
90           1000     380      164.339             
90           1000     400      164.44              
90           1000     420      163.719             
90           1000     440      163.891             
90           1000     460      163.712             
90           1000     480      163.562             
90           1000     500      163.708             
90           1000     520      163.884             
90           1000     540      164.027             
90           1000     560      163.922             
90           1000     580      164.019             
90           1000     600      164.212             
90           1000     620      164.406             
90           1000     640      164.574             
90           1000     660      164.607             
90           1000     680      164.678             
90           1000     700      164.626             
90           1000     720      164.592             
90           1000     740      164.783             
90           1000     760      164.854             
90           1000     780      164.758             
90           1000     800      164.893             
90           1000     820      164.816             
90           1000     840      164.698             
90           1000     860      164.918             
90           1000     880      164.742             
90           1000     900      164.979             
90           1000     920      164.396             
90           1000     940      164.715             
90           1000     960      164.706             
90           1000     980      164.532             
90           1000     1000     164.727             
90           1100     20       153.841             
90           1100     40       156.848             
90           1100     60       159.139             
90           1100     80       160.785             
90           1100     100      161.896             
90           1100     120      162.663             
90           1100     140      163.373             
90           1100     160      164.042             
90           1100     180      164.168             
90           1100     200      164.429             
90           1100     220      164.632             
90           1100     240      164.648             
90           1100     260      164.743             
90           1100     280      164.716             
90           1100     300      164.709             
90           1100     320      164.562             
90           1100     340      164.607             
90           1100     360      164.175             
90           1100     380      164.046             
90           1100     400      163.629             
90           1100     420      163.662             
90           1100     440      163.431             
90           1100     460      163.119             
90           1100     480      162.756             
90           1100     500      162.789             
90           1100     520      162.857             
90           1100     540      162.69              
90           1100     560      162.858             
90           1100     580      162.93              
90           1100     600      163.025             
90           1100     620      163.165             
90           1100     640      163.367             
90           1100     660      163.494             
90           1100     680      163.599             
90           1100     700      163.761             
90           1100     720      163.83              
90           1100     740      163.814             
90           1100     760      164.028             
90           1100     780      163.952             
90           1100     800      163.906             
90           1100     820      163.828             
90           1100     840      163.704             
90           1100     860      163.925             
90           1100     880      164.093             
90           1100     900      163.987             
90           1100     920      163.921             
90           1100     940      164.055             
90           1100     960      164.009             
90           1100     980      163.946             
90           1100     1000     163.933             
90           1200     20       152.788             
90           1200     40       155.696             
90           1200     60       158.012             
90           1200     80       159.474             
90           1200     100      160.404             
90           1200     120      161.36              
90           1200     140      162.336             
90           1200     160      162.9               
90           1200     180      163.06              
90           1200     200      163.433             
90           1200     220      163.835             
90           1200     240      163.776             
90           1200     260      164.066             
90           1200     280      164.138             
90           1200     300      163.839             
90           1200     320      163.959             
90           1200     340      163.775             
90           1200     360      163.808             
90           1200     380      163.618             
90           1200     400      163.42              
90           1200     420      163.361             
90           1200     440      163.033             
90           1200     460      162.716             
90           1200     480      162.605             
90           1200     500      162.466             
90           1200     520      162.383             
90           1200     540      162.374             
90           1200     560      162.447             
90           1200     580      162.223             
90           1200     600      161.609             
90           1200     620      161.635             
90           1200     640      162.051             
90           1200     660      162.314             
90           1200     680      162.458             
90           1200     700      162.664             
90           1200     720      163.004             
90           1200     740      162.749             
90           1200     760      162.773             
90           1200     780      162.902             
90           1200     800      163.147             
90           1200     820      163.354             
90           1200     840      163.813             
90           1200     860      163.131             
90           1200     880      163.091             
90           1200     900      163.243             
90           1200     920      163.242             
90           1200     940      163.416             
90           1200     960      163.429             
90           1200     980      163.149             
90           1200     1000     163.141             
90           1300     20       151.505             
90           1300     40       154.597             
90           1300     60       156.925             
90           1300     80       158.395             
90           1300     100      159.404             
90           1300     120      160.077             
90           1300     140      161.081             
90           1300     160      161.911             
90           1300     180      162.118             
90           1300     200      162.49              
90           1300     220      163.051             
90           1300     240      162.893             
90           1300     260      163.261             
90           1300     280      163.235             
90           1300     300      163.453             
90           1300     320      163.236             
90           1300     340      163.387             
90           1300     360      163.232             
90           1300     380      163.223             
90           1300     400      163.019             
90           1300     420      162.794             
90           1300     440      162.626             
90           1300     460      162.388             
90           1300     480      162.192             
90           1300     500      162.232             
90           1300     520      161.976             
90           1300     540      161.848             
90           1300     560      161.64              
90           1300     580      161.634             
90           1300     600      161.617             
90           1300     620      161.635             
90           1300     640      161.61              
90           1300     660      161.4               
90           1300     680      161.795             
90           1300     700      161.679             
90           1300     720      161.285             
90           1300     740      161.091             
90           1300     760      161.427             
90           1300     780      162.01              
90           1300     800      162.833             
90           1300     820      162.049             
90           1300     840      162.315             
90           1300     860      162.599             
90           1300     880      162.372             
90           1300     900      162.492             
90           1300     920      162.696             
90           1300     940      162.668             
90           1300     960      162.814             
90           1300     980      162.686             
90           1300     1000     162.702             
90           1400     20       149.922             
90           1400     40       152.84              
90           1400     60       155.104             
90           1400     80       157.032             
90           1400     100      158.56              
90           1400     120      159.444             
90           1400     140      160.032             
90           1400     160      160.633             
90           1400     180      161.165             
90           1400     200      161.77              
90           1400     220      161.964             
90           1400     240      162.13              
90           1400     260      162.424             
90           1400     280      162.646             
90           1400     300      162.567             
90           1400     320      162.886             
90           1400     340      162.616             
90           1400     360      162.71              
90           1400     380      162.561             
90           1400     400      162.604             
90           1400     420      162.449             
90           1400     440      162.512             
90           1400     460      162.219             
90           1400     480      162.092             
90           1400     500      161.895             
90           1400     520      161.46              
90           1400     540      161.277             
90           1400     560      161.267             
90           1400     580      161.087             
90           1400     600      161.073             
90           1400     620      161.211             
90           1400     640      161.267             
90           1400     660      161.039             
90           1400     680      160.578             
90           1400     700      160.694             
90           1400     720      160.635             
90           1400     740      161.013             
90           1400     760      161.716             
90           1400     780      160.822             
90           1400     800      161.071             
90           1400     820      161.507             
90           1400     840      161.515             
90           1400     860      161.472             
90           1400     880      161.312             
90           1400     900      161.358             
90           1400     920      161.684             
90           1400     940      161.705             
90           1400     960      161.831             
90           1400     980      162.005             
90           1400     1000     162.124             
90           1500     20       150.271             
90           1500     40       152.619             
90           1500     60       154.483             
90           1500     80       155.988             
90           1500     100      156.871             
90           1500     120      158.144             
90           1500     140      159.089             
90           1500     160      159.785             
90           1500     180      160.57              
90           1500     200      160.788             
90           1500     220      160.869             
90           1500     240      161.724             
90           1500     260      161.787             
90           1500     280      161.564             
90           1500     300      162.064             
90           1500     320      161.95              
90           1500     340      161.976             
90           1500     360      162.175             
90           1500     380      162.012             
90           1500     400      162.149             
90           1500     420      161.867             
90           1500     440      162.099             
90           1500     460      161.826             
90           1500     480      161.661             
90           1500     500      161.558             
90           1500     520      161.558             
90           1500     540      161.197             
90           1500     560      160.989             
90           1500     580      161.112             
90           1500     600      160.801             
90           1500     620      160.459             
90           1500     640      160.187             
90           1500     660      160.52              
90           1500     680      160.226             
90           1500     700      160.346             
90           1500     720      160.613             
90           1500     740      160.099             
90           1500     760      160.141             
90           1500     780      160.349             
90           1500     800      160.243             
90           1500     820      160.556             
90           1500     840      160.802             
90           1500     860      160.788             
90           1500     880      160.74              
90           1500     900      160.628             
90           1500     920      160.804             
90           1500     940      160.982             
90           1500     960      161.402             
90           1500     980      161.442             
90           1500     1000     161.06              
90           1600     20       148.721             
90           1600     40       151.382             
90           1600     60       153.387             
90           1600     80       155.16              
90           1600     100      156.526             
90           1600     120      157.176             
90           1600     140      158.246             
90           1600     160      159.248             
90           1600     180      159.653             
90           1600     200      159.656             
90           1600     220      160.354             
90           1600     240      160.76              
90           1600     260      160.673             
90           1600     280      160.968             
90           1600     300      161.157             
90           1600     320      161.542             
90           1600     340      161.361             
90           1600     360      161.832             
90           1600     380      161.413             
90           1600     400      161.577             
90           1600     420      161.409             
90           1600     440      161.437             
90           1600     460      161.46              
90           1600     480      161.332             
90           1600     500      161.166             
90           1600     520      161.393             
90           1600     540      160.99              
90           1600     560      160.869             
90           1600     580      160.505             
90           1600     600      160.368             
90           1600     620      160.663             
90           1600     640      160.32              
90           1600     660      160.394             
90           1600     680      160.058             
90           1600     700      159.974             
90           1600     720      159.674             
90           1600     740      159.833             
90           1600     760      159.659             
90           1600     780      159.848             
90           1600     800      159.849             
90           1600     820      159.625             
90           1600     840      159.679             
90           1600     860      159.532             
90           1600     880      159.869             
90           1600     900      160.033             
90           1600     920      160.286             
90           1600     940      160.321             
90           1600     960      160.437             
90           1600     980      160.357             
90           1600     1000     160.39              
90           1700     20       149.139             
90           1700     40       151.697             
90           1700     60       153.065             
90           1700     80       154.476             
90           1700     100      155.545             
90           1700     120      156.575             
90           1700     140      157.577             
90           1700     160      158.216             
90           1700     180      158.546             
90           1700     200      158.952             
90           1700     220      159.688             
90           1700     240      159.883             
90           1700     260      160.251             
90           1700     280      160.271             
90           1700     300      160.529             
90           1700     320      160.923             
90           1700     340      160.844             
90           1700     360      161.011             
90           1700     380      161.087             
90           1700     400      160.811             
90           1700     420      161.316             
90           1700     440      160.97              
90           1700     460      161.255             
90           1700     480      160.845             
90           1700     500      160.899             
90           1700     520      160.786             
90           1700     540      160.595             
90           1700     560      160.4               
90           1700     580      160.478             
90           1700     600      160.335             
90           1700     620      160.41              
90           1700     640      159.669             
90           1700     660      159.819             
90           1700     680      159.859             
90           1700     700      159.626             
90           1700     720      159.597             
90           1700     740      159.736             
90           1700     760      159.728             
90           1700     780      159.384             
90           1700     800      159.103             
90           1700     820      159.06              
90           1700     840      159.065             
90           1700     860      159.147             
90           1700     880      159.016             
